27,1,6.041999816894531,0.0,3.9599997997283936
0,117,8,115
1,3,6,0
2,110,4,107
3,5,8,0
4,3,14,0
5,10,0,0
6,130,0,121
7,1,3,0
8,8,11,2
9,125,0,123
10,140,0,137
11,13,8,1
12,144,9,144
13,122,0,122
14,135,9,130
15,109,0,106
16,4,4,0
17,133,12,130
18,115,11,110
19,8,5,0
20,0,0,0
21,13,2,0
22,0,12,0
23,7,0,3
24,121,0,121
25,134,0,128
26,18,10,0
27,120,3,119
28,126,2,121
29,99,3,82
30,7,2,3
31,17,11,16
32,104,8,94
33,107,10,107
34,5,11,0
35,4,5,0
36,0,6,0
37,0,8,0
38,122,4,120
39,9,2,0
40,8,8,0
41,1,14,0
42,124,10,124
43,137,10,132
44,0,1,0
45,2,5,0
46,9,13,0
47,139,0,138
48,1,11,0
49,2,10,0
