28,0,50.28200006484985,0.9999999999964284,0.24699997901916504
0,0,3,0
1,0,17,0
2,61,17,0
3,0,10,0
4,83,7,0
5,109,14,0
6,1497,4,1450
7,1818,17,1782
8,263,17,224
9,1555,5,1553
10,109,0,0
11,189,12,0
12,124,18,0
13,30,15,0
14,1706,11,1695
15,184,4,160
16,1825,0,1722
17,1632,4,1583
18,6,9,0
19,109,7,0
20,38,17,0
21,43,23,0
22,1704,17,1628
23,2215,19,2153
24,1710,6,1670
25,33,7,0
26,1964,0,1823
27,10,8,0
28,2304,20,2247
29,235,1,0
30,2080,2,1992
31,0,2,0
32,1747,15,1734
33,33,0,0
34,2,0,0
35,1805,7,1801
36,33,3,0
37,2238,17,2194
38,2361,10,2316
39,1885,0,1730
40,2130,1,2054
41,2419,0,2219
42,40,9,0
43,2285,10,2221
44,1747,7,1711
45,2184,4,2071
46,2397,17,2177
47,2003,8,1750
48,2346,17,2302
49,2363,0,2178
