16002240,0,1800.3550000190735,0.8750140603539932,0.2800002098083496
0,123,0,102
1,115,14,0
2,0,0,0
3,17,0,0
4,184,15,172
5,207,15,157
6,10,9,0
7,0,11,0
8,78,7,0
9,10,3,0
10,159,16,131
11,1,16,0
12,175,9,146
13,78,13,0
14,184,0,154
15,147,16,146
16,145,2,143
17,49,5,0
18,47,7,0
19,47,19,0
20,29,0,0
21,87,22,0
22,41,8,0
23,87,19,0
24,11,1,0
25,234,0,214
26,9,22,0
27,22,13,0
28,150,6,142
29,63,0,0
30,114,8,95
31,89,1,0
32,208,4,140
33,10,14,0
34,10,18,0
35,234,12,164
36,129,15,97
37,103,15,92
38,30,4,0
39,145,0,145
