25
0,30,32,18,0
1,20,37,7,0
2,18,25,13,0
3,14,19,8,0
4,31,38,20,0
5,10,28,11,0
6,38,56,9,0
7,27,30,18,0
8,10,22,5,0
9,39,52,12,0
10,32,37,19,0
11,15,29,3,0
12,10,17,22,0
13,32,36,14,0
14,13,26,3,0
15,25,38,15,0
16,23,28,22,0
17,36,39,4,0
18,8,9,21,0
19,40,47,2,0
20,35,54,2,0
21,29,31,1,0
22,23,43,22,0
23,19,26,12,0
24,38,40,1,0
25,36,36,1,0
26,35,51,11,0
27,33,39,17,0
28,17,19,1,0
29,31,40,4,0
30,21,34,14,0
31,34,42,2,0
32,33,44,1,0
33,36,39,19,0
34,25,34,13,0
35,36,38,2,0
36,29,39,2,0
37,31,50,23,0
38,21,35,10,0
39,10,11,23,0
