14,0,1849.0879998207092,0.09999999999927876,44.507999897003174
1,185,0,0
2,5,0,0
4,4,0,0
6,4,0,0
15,4,0,0
18,5,0,0
24,5,0,0
28,4,0,0
30,3,0,0
31,4,0,0
33,5,0,0
34,4,0,0
44,4,0,0
49,4,0,0
0,9,11,0
3,108,4,0
5,45,10,0
7,45,2,0
8,96,0,0
9,17,0,0
10,10,5,0
11,70,10,0
12,74,12,0
13,95,8,0
14,26,0,0
16,45,8,0
17,0,11,0
19,8,0,0
20,32,12,0
21,30,10,0
22,109,2,0
23,50,12,0
25,19,9,0
26,48,5,0
27,78,4,0
29,0,6,0
32,75,7,0
35,22,5,0
36,30,9,0
37,128,9,0
38,63,0,0
39,22,3,0
40,43,11,0
41,97,10,0
42,0,4,0
43,9,2,0
45,19,12,0
46,68,8,0
47,55,4,0
48,83,2,0
