15
0,2,2,10,0
1,4,6,10,0
2,3,10,1,0
3,3,18,7,0
4,3,8,4,0
5,5,22,7,0
6,3,10,10,0
7,4,8,10,0
8,1,17,2,0
9,3,14,3,0
10,1,20,6,0
11,4,21,11,0
12,3,4,13,0
13,5,12,12,0
14,1,1,8,0
15,3,18,15,0
16,3,19,5,0
17,2,14,6,0
18,1,7,1,0
19,2,19,5,0
20,4,8,1,0
21,2,19,14,0
22,1,2,6,0
23,4,23,13,0
24,3,20,14,0
25,2,7,11,0
26,2,5,15,0
27,4,7,4,0
28,3,17,6,0
29,4,6,10,0
30,4,12,7,0
31,1,4,1,0
32,5,9,3,0
33,3,9,7,0
34,1,21,1,0
35,3,16,1,0
36,2,4,4,0
37,2,19,12,0
38,4,4,7,0
39,3,13,9,0
40,4,12,8,0
41,5,7,3,0
42,1,10,11,0
43,1,17,13,0
44,3,7,9,0
45,4,17,11,0
46,4,23,6,0
47,2,19,10,0
48,2,21,2,0
49,2,20,9,0
