15
0,2,21,15,0
1,1,4,1,0
2,2,7,11,0
3,5,15,4,0
4,4,21,12,0
5,1,9,10,0
6,2,7,14,0
7,4,23,3,0
8,3,6,14,0
9,2,17,12,0
10,3,18,5,0
11,4,15,13,0
12,3,10,6,0
13,4,11,8,0
14,1,7,3,0
15,3,9,8,0
16,1,2,11,0
17,5,12,14,0
18,5,18,11,0
19,2,7,13,0
20,5,21,6,0
21,2,5,6,0
22,2,18,9,0
23,4,4,10,0
24,2,7,10,0
25,5,25,11,0
26,4,23,15,0
27,4,20,12,0
28,4,22,15,0
29,5,6,14,0
30,2,16,13,0
31,5,20,9,0
32,2,10,14,0
33,5,11,8,0
34,1,21,12,0
35,4,9,1,0
36,5,21,5,0
37,4,10,3,0
38,4,18,1,0
39,5,15,5,0
40,1,19,7,0
41,5,11,4,0
42,5,5,2,0
43,1,6,9,0
44,5,9,1,0
45,1,3,1,0
46,2,22,2,0
47,1,2,14,0
48,2,19,8,0
49,2,18,9,0
