35
0,26,45,14,0
1,15,35,10,0
2,39,39,32,0
3,22,31,15,0
4,32,44,2,0
5,15,25,22,0
6,14,29,17,0
7,30,34,8,0
8,28,46,33,0
9,26,40,27,0
10,9,22,35,0
11,21,26,22,0
12,24,32,12,0
13,9,13,28,0
14,9,29,12,0
15,37,55,3,0
16,36,47,7,0
17,8,17,14,0
18,9,21,33,0
19,14,17,30,0
20,18,30,12,0
21,22,30,27,0
22,30,46,7,0
23,14,17,12,0
24,37,44,6,0
25,20,32,4,0
26,34,38,22,0
27,15,32,4,0
28,31,51,17,0
29,32,39,3,0
30,29,41,35,0
31,11,12,6,0
32,32,33,11,0
33,31,51,29,0
34,32,43,11,0
35,14,21,1,0
36,23,25,18,0
37,10,10,18,0
38,16,33,20,0
39,13,32,19,0
40,34,37,18,0
41,27,29,6,0
42,37,48,3,0
43,22,28,13,0
44,10,29,14,0
45,11,23,18,0
46,18,26,28,0
47,11,29,29,0
48,29,31,22,0
49,25,38,25,0
50,30,38,33,0
51,27,36,26,0
52,34,52,6,0
53,14,20,27,0
54,28,43,3,0
55,16,16,18,0
56,25,35,27,0
57,25,32,34,0
58,13,16,4,0
59,28,36,16,0
