35
0,37,50,33,0
1,17,35,15,0
2,22,24,13,0
3,33,41,9,0
4,22,38,34,0
5,24,41,34,0
6,9,23,31,0
7,23,38,26,0
8,19,29,20,0
9,30,32,14,0
10,37,49,20,0
11,17,29,1,0
12,16,36,5,0
13,29,40,34,0
14,19,37,17,0
15,11,26,25,0
16,16,34,9,0
17,9,28,15,0
18,29,29,10,0
19,23,39,28,0
20,27,40,4,0
21,29,45,22,0
22,20,28,10,0
23,23,25,28,0
24,26,46,20,0
25,9,17,17,0
26,31,34,9,0
27,37,46,15,0
28,17,17,18,0
29,8,12,10,0
30,26,27,2,0
31,16,28,18,0
32,34,48,6,0
33,28,33,7,0
34,35,45,35,0
35,37,56,7,0
36,32,34,24,0
37,38,40,28,0
38,28,36,20,0
39,26,33,25,0
40,9,11,24,0
41,26,30,13,0
42,23,30,17,0
43,21,25,4,0
44,37,42,20,0
45,25,36,9,0
46,37,51,15,0
47,37,41,19,0
48,17,37,28,0
49,12,22,7,0
50,19,32,6,0
51,8,18,30,0
52,32,41,13,0
53,26,44,25,0
54,38,50,3,0
55,30,48,24,0
56,19,20,35,0
57,25,37,1,0
58,11,29,23,0
59,34,51,34,0
