file,m,j,d,p,i,rpfguan_solution,rpfguan_optimal,rpfguan_time,rpfguangap,rpfguanbuild_time,rpfguan_solution_time,tbased2_solution,tbased2_optimal,tbased2_time,tbased2gap,tbased2build_time,tbased2_solution_time
m25j25d15p80_2.csv.out,25,25,15,80,2,21,1,432.9609999656677,0.0,0.690000057220459,432.19599986076355,432.270999908,24,0,3528.6500000953674,0.9999999999958334,1550.8180000782013,1924.6240000724792,1977.83200002
m25j25d15p80_3.csv.out,25,25,15,80,3,18,0,1802.2179999351501,0.21031746031629195,0.41899991035461426,1800.0360000133514,1801.79900002,24,0,2896.132999897003,0.9999999999958334,1045.6909999847412,1828.6299998760223,1850.44199991
m25j25d15p80_4.csv.out,25,25,15,80,4,18,0,1801.138000011444,0.11111111111049424,0.12599992752075195,1800.0019998550415,1801.01200008,23,0,3918.90700006485,0.9999999999956523,1488.5190000534058,2391.353000164032,2430.38800001
m25j25d15p80_5.csv.out,25,25,15,80,5,21,1,50.87899994850159,0.0,0.4720001220703125,50.355000019073486,50.4069998264,24,0,4072.255000114441,0.9999999999958334,1813.2730000019073,2057.1640000343323,2258.98200011
m25j25d15p80_6.csv.out,25,25,15,80,6,18,1,20.343000173568726,0.0,2.1019999980926514,17.99500012397766,18.2410001755,24,0,3695.3519999980927,0.9999999999958334,1606.2220001220703,2041.7829999923706,2089.12999988
m25j25d15p80_7.csv.out,25,25,15,80,7,20,1,45.93400001525879,0.0,0.6979999542236328,45.10300016403198,45.236000061,24,0,3493.614000082016,0.9999999999958334,1321.0999999046326,2086.4610002040863,2172.51400018
m25j25d15p80_8.csv.out,25,25,15,80,8,18,1,16.635000228881836,0.0,0.7999999523162842,15.660000085830688,15.8350002766,23,0,3192.3020000457764,0.9999999999956523,1229.7320001125336,1939.569000005722,1962.56999993
m25j25d15p80_9.csv.out,25,25,15,80,9,18,0,1800.6909999847412,0.055555555555248104,0.1510000228881836,1799.9990000724792,1800.53999996,24,0,3170.207000017166,0.9999999999958334,1252.7330000400543,1893.5659999847412,1917.47399998
m25j25d25p60_0.csv.out,25,25,25,60,0,16,0,1860.6289999485016,0.43623112570469724,0.127000093460083,1802.0629999637604,1860.50199986,24,0,2361.672999858856,0.9999999999958334,515.021999835968,1830.917000055313,1846.65100002
m25j25d25p60_1.csv.out,25,25,25,60,1,18,1,5.138000011444092,0.0,0.11700010299682617,5.0,5.02099990845,23,0,2642.0810000896454,0.9999999999956523,797.2300000190735,1826.1579999923706,1844.85100007
m25j25d25p60_2.csv.out,25,25,25,60,2,19,1,5.023000001907349,0.0,0.11799979209899902,4.884000062942505,4.90500020981,23,0,2533.223000049591,0.9999999999956523,692.162999868393,1823.8710000514984,1841.06000018
m25j25d25p60_3.csv.out,25,25,25,60,3,17,1,44.12100005149841,0.0,0.11599993705749512,43.98399996757507,44.0050001144,24,0,2579.3020000457764,0.9999999999958334,732.8730001449585,1828.444000005722,1846.4289999
m25j25d25p60_4.csv.out,25,25,25,60,4,19,1,405.40700006484985,0.0,0.11800003051757812,405.2689998149872,405.289000034,23,0,2684.9049999713898,0.9999999999956523,840.2509999275208,1825.4189999103546,1844.65400004
m25j25d25p60_5.csv.out,25,25,25,60,5,17,1,16.99500012397766,0.0,0.11700010299682617,16.858999967575073,16.878000021,23,0,2876.851000070572,0.9999999999956523,1024.276999950409,1831.2799999713898,1852.57400012
m25j25d25p60_6.csv.out,25,25,25,60,6,19,1,9.605000019073486,0.0,0.11700010299682617,9.47000002861023,9.48799991608,24,0,2470.5889999866486,0.9999999999958334,638.3409998416901,1815.5360000133514,1832.24800014
m25j25d25p60_7.csv.out,25,25,25,60,7,18,1,317.095999956131,0.0,0.11599993705749512,316.960000038147,316.980000019,23,0,2439.2109999656677,0.9999999999956523,577.300999879837,1846.0800001621246,1861.91000009
m25j25d25p60_8.csv.out,25,25,25,60,8,17,1,148.7590000629425,0.0,0.11899995803833008,148.6210000514984,148.640000105,24,0,2442.6289999485016,0.9999999999958334,599.970999956131,1826.2590000629425,1842.65799999
m25j25d25p60_9.csv.out,25,25,25,60,9,17,1,412.42899990081787,0.0,0.11899995803833008,412.2909998893738,412.309999943,24,0,2530.427999973297,0.9999999999958334,687.2460000514984,1825.6959998607635,1843.18199992
m25j25d25p80_0.csv.out,25,25,25,80,0,18,0,1801.0209999084473,0.16666666666574106,0.11700010299682617,1800.016000032425,1800.90399981,24,0,2967.6100001335144,0.9999999999958334,1008.5970001220703,1937.4719998836517,1959.01300001
m25j25d25p80_1.csv.out,25,25,25,80,1,21,1,18.730000019073486,0.0,0.11800003051757812,18.591000080108643,18.6119999886,24,0,5039.017999887466,0.9999999999958334,1716.1549999713898,3282.335000038147,3322.86299992
m25j25d25p80_2.csv.out,25,25,25,80,2,17,0,1801.085000038147,0.35294117646851225,0.3229999542236328,1800.0120000839233,1800.76200008,24,0,7668.632999897003,0.9999999999958334,1568.0839998722076,5987.996999979019,6100.54900002
m25j25d25p80_3.csv.out,25,25,25,80,3,17,1,770.0879998207092,0.0,1.3410000801086426,768.2750000953674,768.746999741,23,0,2829.891000032425,0.9999999999956523,985.5670001506805,1823.5769999027252,1844.32399988
m25j25d25p80_4.csv.out,25,25,25,80,4,18,0,1800.858999967575,0.11111111111049758,0.15199995040893555,1800.018000125885,1800.70700002,24,0,3106.4660000801086,0.9999999999958334,1186.0729999542236,1897.1850001811981,1920.39300013
m25j25d25p80_5.csv.out,25,25,25,80,5,17,1,565.5770001411438,0.0,0.11800003051757812,565.4390001296997,565.459000111,24,0,3752.8769998550415,0.9999999999958334,1624.3899998664856,2093.9539999961853,2128.48699999
m25j25d25p80_6.csv.out,25,25,25,80,6,17,1,16.961999893188477,0.0,0.23600006103515625,16.68499994277954,16.7259998322,24,0,4647.7880001068115,0.9999999999958334,1742.12700009346,2860.7850000858307,2905.66100001
m25j25d25p80_7.csv.out,25,25,25,80,7,18,0,1801.555999994278,0.11111111111049383,0.5820000171661377,1800.1100001335144,1800.97399998,24,0,3070.6849999427795,0.9999999999958334,1232.119000196457,1814.6689999103546,1838.56599975
m25j25d25p80_8.csv.out,25,25,25,80,8,20,1,193.62400007247925,0.0,0.16499996185302734,193.4319999217987,193.459000111,24,0,2935.0299999713898,0.9999999999958334,1071.5429999828339,1842.026999950409,1863.48699999
m25j25d25p80_9.csv.out,25,25,25,80,9,18,0,1800.3019998073578,0.055555555555247514,0.14399981498718262,1800.0169999599457,1800.15799999,24,0,4147.113000154495,0.9999999999958334,1878.1879999637604,2230.673000097275,2268.92500019
