28,1,5.55899977684021,0.0,3.4140000343322754
0,140,0,124
1,149,0,137
2,20,0,16
3,13,1,0
4,119,0,119
5,144,0,129
6,15,10,0
7,92,0,73
8,14,12,0
9,97,0,94
10,25,0,12
11,87,0,74
12,4,10,0
13,2,10,0
14,13,5,0
15,100,0,86
16,11,6,0
17,120,0,100
18,7,2,0
19,104,0,92
20,8,13,0
21,86,0,71
22,110,0,98
23,128,0,119
24,11,0,0
25,0,5,0
26,6,5,0
27,21,8,15
28,1,2,0
29,6,12,0
30,38,0,21
31,114,0,101
32,10,11,0
33,35,0,22
34,139,0,123
35,9,5,0
36,125,0,107
37,13,0,0
38,31,0,22
39,1,0,0
40,12,11,0
41,4,0,0
42,134,0,119
43,10,0,0
44,0,11,0
45,129,1,128
46,18,0,8
47,108,0,91
48,30,1,18
49,123,1,121
