34,1,53.15999984741211,0.0,17.294000148773193
0,28,4,12
1,44,9,27
2,407,0,397
3,290,0,278
4,265,5,265
5,0,9,0
6,110,5,100
7,1,1,0
8,822,0,811
9,25,0,11
10,8,10,1
11,513,0,497
12,9,5,0
13,5,0,0
14,789,0,780
15,233,5,222
16,73,5,54
17,178,0,176
18,64,0,63
19,394,0,378
20,309,0,306
21,340,0,330
22,218,5,204
23,178,5,174
24,14,4,8
25,10,1,7
26,476,0,471
27,800,0,786
28,325,1,315
29,150,5,130
30,2,12,0
31,274,0,266
32,1,3,0
33,93,0,92
34,24,11,19
35,198,0,196
36,441,2,435
37,25,12,23
38,420,0,402
39,372,0,357
