25
0,3,5,7,0
1,8,28,7,0
2,6,23,6,0
3,5,15,1,0
4,7,12,6,0
5,10,44,4,0
6,10,28,4,0
7,3,11,1,0
8,8,13,2,0
9,9,40,7,0
10,9,41,5,0
11,10,29,1,0
12,10,21,2,0
13,3,8,6,0
14,5,11,6,0
15,6,6,5,0
16,2,4,1,0
17,4,8,5,0
18,6,24,4,0
19,6,18,1,0
20,5,20,4,0
21,9,24,5,0
22,8,10,3,0
23,7,23,6,0
24,8,15,6,0
25,5,14,8,0
26,2,2,1,0
27,2,4,2,0
28,3,4,6,0
29,5,18,8,0
30,3,9,5,0
31,7,7,6,0
32,3,11,5,0
33,3,13,8,0
34,7,27,4,0
35,9,14,8,0
36,3,8,3,0
37,5,12,2,0
38,8,20,8,0
39,5,5,8,0
40,9,37,2,0
41,5,23,2,0
42,2,2,6,0
43,10,15,2,0
44,3,8,6,0
45,7,16,1,0
46,5,7,2,0
47,8,19,7,0
48,4,18,4,0
49,2,7,4,0
