15
0,11,16,15,0
1,17,21,13,0
2,8,23,8,0
3,11,24,1,0
4,15,20,3,0
5,20,20,3,0
6,5,5,8,0
7,16,20,5,0
8,6,14,15,0
9,16,31,15,0
10,11,29,13,0
11,6,9,4,0
12,15,32,4,0
13,6,24,11,0
14,10,11,14,0
15,7,13,12,0
16,20,34,14,0
17,16,19,6,0
18,19,25,15,0
19,4,8,4,0
20,11,19,11,0
21,18,18,15,0
22,11,31,11,0
23,8,14,12,0
24,20,39,3,0
25,8,27,8,0
26,6,12,3,0
27,14,19,12,0
28,11,28,10,0
29,17,21,12,0
30,9,18,10,0
31,10,25,12,0
32,8,8,7,0
33,4,19,12,0
34,5,6,14,0
35,13,13,7,0
36,18,36,11,0
37,16,17,8,0
38,20,37,7,0
39,17,34,13,0
