25
0,7,24,24,0
1,3,6,25,0
2,3,10,19,0
3,9,27,15,0
4,4,23,4,0
5,4,5,5,0
6,7,27,14,0
7,4,21,14,0
8,7,12,22,0
9,4,19,20,0
10,5,19,13,0
11,9,18,25,0
12,4,5,14,0
13,10,28,1,0
14,8,21,3,0
15,4,23,17,0
16,7,26,16,0
17,3,12,6,0
18,2,11,4,0
19,10,20,15,0
20,7,12,4,0
21,9,18,20,0
22,4,8,3,0
23,2,17,6,0
24,2,8,3,0
25,3,12,23,0
26,9,12,5,0
27,4,10,8,0
28,9,13,14,0
29,10,26,16,0
30,6,21,7,0
31,2,2,18,0
32,8,19,3,0
33,2,2,4,0
34,2,15,15,0
35,7,19,16,0
36,5,10,6,0
37,4,21,18,0
38,10,19,17,0
39,8,13,3,0
40,10,16,5,0
41,4,17,16,0
42,10,13,1,0
43,5,11,7,0
44,2,3,11,0
45,3,9,12,0
46,4,6,24,0
47,9,23,18,0
48,6,6,10,0
49,9,19,25,0
