15
0,3,5,13,0
1,1,8,12,0
2,1,9,3,0
3,4,6,7,0
4,4,6,9,0
5,4,6,10,0
6,2,5,6,0
7,1,21,1,0
8,1,3,15,0
9,1,4,7,0
10,5,16,14,0
11,4,13,9,0
12,1,4,10,0
13,2,13,15,0
14,4,10,11,0
15,4,20,11,0
16,5,13,2,0
17,3,9,6,0
18,5,13,6,0
19,4,5,5,0
20,1,7,6,0
21,2,2,4,0
22,1,14,1,0
23,3,10,12,0
24,3,19,6,0
25,4,22,14,0
26,5,5,11,0
27,4,19,15,0
28,4,10,13,0
29,4,24,4,0
30,4,18,14,0
31,2,14,8,0
32,2,20,8,0
33,3,9,12,0
34,2,13,4,0
35,5,12,9,0
36,4,15,2,0
37,2,16,8,0
38,3,17,10,0
39,1,2,15,0
40,4,16,10,0
41,5,13,12,0
42,5,7,13,0
43,2,22,5,0
44,2,20,9,0
45,5,22,2,0
46,3,14,2,0
47,2,8,8,0
48,5,8,6,0
49,3,17,11,0
