37,0,1257.50200009346,0.9999999999972973,612.0420000553131
0,198,19,None
1,477,27,None
2,0,0,None
3,101,23,None
4,543,17,None
5,308,12,None
6,125,11,None
7,118,26,None
8,39,29,None
9,80,1,None
10,442,22,None
11,64,13,None
12,267,20,None
13,177,10,None
14,158,16,None
15,128,20,None
16,56,14,None
17,350,18,None
18,529,22,None
19,16,0,None
20,379,12,None
21,470,22,None
22,416,15,None
23,67,23,None
24,243,5,None
25,163,22,None
26,498,26,None
27,403,15,None
28,150,15,None
29,483,19,None
30,230,17,None
31,410,18,None
32,226,11,None
33,481,19,None
34,12,28,None
35,214,18,None
36,332,10,None
37,69,7,None
38,269,1,None
39,513,3,None
