38,0,1556.2000000476837,0.9999999999973683,839.6050000190735
0,528,1,None
1,8,24,None
2,0,0,None
3,559,26,None
4,416,15,None
5,167,24,None
6,73,15,None
7,148,17,None
8,218,21,None
9,115,25,None
10,145,9,None
11,253,28,None
12,343,21,None
13,100,27,None
14,196,13,None
15,558,4,None
16,584,19,None
17,259,29,None
18,625,4,None
19,316,10,None
20,171,4,None
21,476,3,None
22,297,7,None
23,637,4,None
24,358,26,None
25,239,11,None
26,108,23,None
27,53,0,None
28,266,14,None
29,232,19,None
30,435,17,None
31,489,26,None
32,460,9,None
33,113,24,None
34,508,21,None
35,612,26,None
36,387,21,None
37,27,27,None
38,505,13,None
39,473,18,None
