25
0,14,20,3,0
1,6,18,1,0
2,13,21,4,0
3,12,26,23,0
4,5,10,20,0
5,10,12,25,0
6,5,18,12,0
7,6,6,22,0
8,5,8,22,0
9,20,22,20,0
10,5,17,5,0
11,20,35,2,0
12,5,18,21,0
13,7,26,13,0
14,4,20,22,0
15,11,26,10,0
16,10,10,1,0
17,12,15,15,0
18,15,25,1,0
19,12,17,20,0
20,17,34,15,0
21,15,23,5,0
22,19,19,1,0
23,10,16,17,0
24,5,15,22,0
25,5,11,2,0
26,9,14,12,0
27,4,21,14,0
28,10,27,13,0
29,19,37,3,0
30,17,24,22,0
31,10,28,20,0
32,16,35,10,0
33,15,32,11,0
34,4,22,4,0
35,7,12,24,0
36,12,13,23,0
37,9,18,3,0
38,19,29,4,0
39,6,14,16,0
40,15,28,5,0
41,18,30,6,0
42,14,23,9,0
43,9,20,8,0
44,9,29,16,0
45,4,16,3,0
46,16,32,7,0
47,18,27,9,0
48,7,27,18,0
49,14,20,15,0
