25
0,8,12,3,0
1,8,18,3,0
2,17,31,16,0
3,18,23,23,0
4,7,13,3,0
5,6,14,22,0
6,15,25,24,0
7,12,19,19,0
8,15,35,19,0
9,5,25,25,0
10,11,17,17,0
11,14,14,8,0
12,13,25,12,0
13,11,24,6,0
14,13,15,22,0
15,20,27,3,0
16,20,25,24,0
17,8,12,23,0
18,11,25,11,0
19,12,29,8,0
20,10,13,23,0
21,8,18,1,0
22,15,17,12,0
23,11,17,2,0
24,19,32,1,0
25,13,14,12,0
26,8,16,8,0
27,8,10,9,0
28,11,13,5,0
29,7,9,20,0
30,10,13,12,0
31,16,17,10,0
32,7,7,17,0
33,8,17,12,0
34,11,16,19,0
35,6,17,24,0
36,5,18,7,0
37,10,18,17,0
38,17,25,5,0
39,5,18,4,0
40,5,20,7,0
41,16,16,1,0
42,6,22,9,0
43,6,20,22,0
44,15,19,13,0
45,8,24,11,0
46,4,23,6,0
47,7,14,4,0
48,10,21,20,0
49,8,24,7,0
