25
0,70,78,2,0
1,29,99,11,0
2,73,170,12,0
3,23,31,2,0
4,41,165,8,0
5,74,206,4,0
6,73,117,10,0
7,58,174,7,0
8,37,110,12,0
9,56,126,8,0
10,20,35,7,0
11,26,116,1,0
12,30,70,12,0
13,59,63,10,0
14,30,71,10,0
15,73,187,9,0
16,74,280,11,0
17,37,69,3,0
18,45,53,9,0
19,45,62,9,0
20,71,203,5,0
21,65,164,6,0
22,55,103,9,0
23,74,283,5,0
24,36,120,5,0
25,47,146,9,0
26,22,36,2,0
27,75,109,7,0
28,23,93,8,0
29,58,233,4,0
30,77,195,12,0
31,72,315,12,0
32,17,54,12,0
33,39,99,7,0
34,55,139,6,0
35,46,55,12,0
36,26,56,2,0
37,73,279,11,0
38,73,203,2,0
39,29,47,10,0
