47,0,71.77699995040894,0.9999999999978723,63.41199994087219
0,0,0,0
1,1,0,0
2,5,0,0
3,10,0,6
4,13,0,7
5,17,0,8
6,22,0,20
7,25,0,10
8,27,0,7
9,30,0,30
10,34,0,20
11,35,0,31
12,37,0,33
13,40,0,32
14,45,0,25
15,48,0,30
16,50,0,47
17,54,0,34
18,58,0,52
19,60,0,41
20,62,0,48
21,65,0,47
22,69,0,54
23,72,0,67
24,74,0,56
25,77,0,63
26,82,0,63
27,85,0,76
28,88,0,68
29,92,0,79
30,97,0,88
31,101,0,101
32,103,0,95
33,104,0,86
34,108,0,101
35,109,0,93
36,114,0,94
37,116,0,98
38,117,0,114
39,118,0,109
40,120,0,109
41,121,0,110
42,124,0,104
43,127,0,107
44,132,0,114
45,135,0,127
46,137,0,133
47,140,0,121
48,145,0,125
49,148,0,145
