26,1,311.6270000934601,0.0,139.14299988746643
0,235,0,233
1,17,0,0
2,182,0,175
3,147,0,142
4,336,0,329
5,1033,14,1015
6,298,13,280
7,921,0,918
8,0,18,0
9,77,0,64
10,889,0,884
11,2,3,0
12,288,0,281
13,45,9,41
14,4,0,0
15,388,0,375
16,265,0,260
17,1007,0,1004
18,881,0,880
19,5,16,0
20,10,14,0
21,2,24,0
22,984,0,964
23,862,0,855
24,2,23,0
25,0,11,0
26,827,0,811
27,794,0,788
28,0,6,0
29,14,18,5
30,161,0,148
31,8,12,0
32,11,22,0
33,948,0,945
34,200,0,191
35,2,9,0
36,10,7,0
37,116,0,97
38,367,0,353
39,225,0,224
