32,1,20.90999984741211,0.0,13.972000122070312
0,242,0,242
1,284,0,283
2,294,0,275
3,458,0,442
4,305,10,299
5,248,0,240
6,139,0,122
7,125,0,118
8,8,6,0
9,86,0,83
10,157,0,157
11,1,8,0
12,108,0,88
13,0,14,0
14,325,0,308
15,38,0,18
16,54,8,49
17,73,0,66
18,90,0,80
19,6,0,0
20,12,3,0
21,196,0,195
22,10,10,0
23,3,3,0
24,210,0,204
25,340,0,330
26,469,10,466
27,229,0,212
28,163,0,157
29,274,0,272
30,262,0,260
31,317,0,314
32,442,11,437
33,179,8,177
34,470,0,467
35,189,0,186
36,26,0,20
37,45,8,45
38,439,0,424
39,0,13,0
