16,1,16.16100001335144,0.0,3.2049999237060547
0,23,0,10
2,18,0,0
5,14,0,13
8,23,0,0
10,16,0,0
11,15,0,10
14,16,0,5
15,21,0,0
16,12,0,3
20,17,0,0
22,18,0,3
25,16,0,0
28,16,0,16
34,19,0,18
39,20,0,6
45,24,0,1
1,0,5,0
3,5,12,0
4,2,12,0
6,18,22,0
7,11,21,0
9,2,0,0
12,9,13,0
13,3,12,0
17,14,0,0
18,12,18,0
19,19,7,0
21,19,3,0
23,12,6,0
24,18,2,0
26,2,10,0
27,9,0,0
29,14,1,0
30,6,11,0
31,16,15,0
32,0,0,0
33,4,0,0
35,16,0,0
36,20,17,0
37,6,19,0
38,8,0,0
40,10,6,0
41,1,7,0
42,17,2,0
43,0,23,0
44,17,0,0
46,9,6,0
47,12,20,0
48,3,0,0
49,10,10,0
