26,1,3.38100004196167,0.0,2.0930001735687256
0,8,9,0
1,18,11,0
2,803,12,784
3,856,0,826
4,828,0,762
5,44,0,0
6,274,0,239
7,3,7,0
8,97,0,47
9,190,10,181
10,346,7,300
11,29,0,0
12,11,13,0
13,889,0,850
14,7,8,0
15,68,8,25
16,329,0,308
17,81,0,78
18,4,1,0
19,430,0,363
20,393,0,318
21,7,14,0
22,116,0,23
23,359,7,290
24,30,4,0
25,0,4,0
26,276,11,247
27,10,6,0
28,291,0,219
29,819,0,805
30,143,4,90
31,36,10,0
32,8,3,0
33,229,8,202
34,809,0,785
35,179,0,166
36,419,0,389
37,795,5,769
38,238,10,202
39,198,8,97
