32,1,3.61299991607666,0.0,2.2150001525878906
0,55,8,52
1,795,0,786
2,70,0,63
3,815,0,811
4,762,0,756
5,205,0,204
6,748,0,734
7,109,0,104
8,9,4,0
9,188,0,169
10,280,0,265
11,4,7,0
12,354,0,348
13,342,0,340
14,428,0,416
15,305,7,293
16,10,11,0
17,649,7,649
18,0,1,0
19,121,0,121
20,2,0,0
21,248,0,234
22,2,2,0
23,665,0,653
24,720,0,703
25,262,0,242
26,394,0,383
27,156,0,145
28,233,0,223
29,779,10,767
30,176,0,156
31,14,12,0
32,331,7,319
33,35,2,31
34,12,10,0
35,129,0,109
36,691,0,680
37,319,0,312
38,458,0,451
39,796,10,781
