35
0,35,51,19,0
1,39,42,27,0
2,9,29,20,0
3,25,39,23,0
4,8,28,32,0
5,28,40,23,0
6,15,21,10,0
7,23,29,21,0
8,30,48,7,0
9,33,40,24,0
10,34,38,21,0
11,23,39,24,0
12,20,38,10,0
13,38,38,17,0
14,14,16,3,0
15,30,40,10,0
16,14,26,22,0
17,9,25,22,0
18,11,18,19,0
19,23,43,31,0
20,8,9,8,0
21,11,15,8,0
22,28,48,29,0
23,13,15,30,0
24,30,34,1,0
25,24,29,20,0
26,11,21,17,0
27,10,23,20,0
28,14,26,17,0
29,20,40,18,0
30,38,40,8,0
31,40,53,34,0
32,24,44,3,0
33,33,48,12,0
34,30,45,28,0
35,14,32,34,0
36,32,34,12,0
37,13,16,33,0
38,13,18,20,0
39,35,51,23,0
40,38,40,11,0
41,24,43,8,0
42,24,30,30,0
43,24,41,10,0
44,30,45,33,0
45,13,32,9,0
46,11,19,32,0
47,21,39,16,0
48,34,43,20,0
49,40,48,7,0
