15
0,8,14,11,0
1,14,33,7,0
2,20,37,5,0
3,9,23,13,0
4,6,14,14,0
5,5,25,2,0
6,14,14,1,0
7,12,29,13,0
8,10,17,8,0
9,17,31,4,0
10,17,32,14,0
11,4,7,13,0
12,14,22,14,0
13,19,24,4,0
14,10,13,13,0
15,19,19,10,0
16,14,30,11,0
17,14,30,8,0
18,6,24,13,0
19,8,18,7,0
20,16,17,9,0
21,20,37,9,0
22,17,31,13,0
23,10,13,10,0
24,15,28,15,0
25,19,32,14,0
26,8,16,3,0
27,10,16,11,0
28,15,22,14,0
29,16,32,9,0
30,13,16,2,0
31,15,20,3,0
32,18,35,4,0
33,17,19,13,0
34,12,24,14,0
35,8,8,14,0
36,5,7,1,0
37,16,20,7,0
38,9,18,3,0
39,19,19,15,0
40,16,16,10,0
41,5,23,15,0
42,18,30,8,0
43,14,16,6,0
44,13,22,6,0
45,10,10,9,0
46,11,27,10,0
47,6,25,7,0
48,7,14,14,0
49,5,21,7,0
50,10,22,6,0
51,18,36,12,0
52,11,24,3,0
53,19,20,8,0
54,10,28,10,0
55,18,38,11,0
56,16,35,8,0
57,11,13,14,0
58,20,25,5,0
59,16,32,2,0
