34,1,38.853999853134155,0.0,18.433000087738037
0,1,1,0
1,717,8,708
2,385,0,378
3,657,0,653
4,203,0,197
5,111,0,110
6,70,0,56
7,318,0,313
8,9,12,0
9,53,0,34
10,424,0,409
11,139,9,135
12,737,0,731
13,725,0,723
14,687,0,675
15,16,1,4
16,20,0,10
17,0,5,0
18,18,14,17
19,310,0,310
20,2,14,0
21,815,0,801
22,0,9,0
23,330,0,318
24,208,5,191
25,35,0,15
26,169,0,158
27,236,0,225
28,800,0,790
29,671,9,659
30,298,0,278
31,38,6,24
32,12,9,0
33,256,0,252
34,30,5,11
35,84,0,64
36,356,0,345
37,777,0,770
38,276,6,269
39,35,9,20
