16002307,0,2673.991000175476,0.2988271131999735,851.1489999294281
0,31,0,0
1,14,23,0
2,4,2,0
3,4,4,0
4,49,14,0
5,52,10,0
6,0,19,0
7,8,23,0
8,17,12,0
9,23,10,0
10,0,16,0
11,107,0,76
12,117,0,102
13,0,24,0
14,41,0,0
15,6,16,0
16,156,0,139
17,84,18,80
18,32,16,0
19,190,0,133
20,100,8,87
21,0,13,0
22,26,5,0
23,0,0,0
24,15,3,0
25,21,21,0
26,96,0,89
27,0,9,0
28,8,0,0
29,95,18,79
30,88,11,63
31,328,0,312
32,34,10,0
33,356,0,347
34,76,4,65
35,64,14,0
36,8,3,0
37,7,9,0
38,59,4,0
39,0,21,0
40,72,10,67
41,23,0,0
42,38,19,0
43,55,20,0
44,45,8,0
45,79,0,73
46,532,0,522
47,11,16,0
48,20,17,0
49,75,19,73
