16001969,0,2104.6929998397827,0.17207612227129682,290.49000000953674
0,48,11,0
1,0,9,0
2,32,9,0
3,23,0,0
4,0,2,0
5,50,7,0
6,33,0,0
7,67,7,59
8,0,10,0
9,98,0,73
10,113,0,86
11,0,0,0
12,25,7,0
13,0,7,0
14,5,1,0
15,0,13,0
16,163,0,140
17,21,12,0
18,184,0,158
19,35,12,0
20,95,4,88
21,228,0,209
22,0,8,0
23,7,4,0
24,15,5,0
25,44,3,0
26,84,4,73
27,54,12,0
28,61,2,0
29,17,7,0
30,81,0,54
31,88,10,67
32,5,9,0
33,375,0,365
34,384,0,383
35,36,11,0
36,4,0,0
37,8,5,0
38,32,7,0
39,77,8,60
40,26,14,0
41,12,9,0
42,23,2,0
43,99,10,65
44,68,4,38
45,71,12,51
46,17,0,0
47,13,13,0
48,54,0,0
49,32,5,0
