37,0,2394.6480000019073,0.9999999999972973,549.5050001144409
0,580,10,None
1,804,8,None
2,0,0,None
3,471,9,None
4,254,6,None
5,1015,7,None
6,377,4,None
7,616,4,None
8,999,7,None
9,875,12,None
10,732,4,None
11,277,4,None
12,537,0,None
13,12,0,None
14,676,14,None
15,904,3,None
16,454,7,None
17,140,8,None
18,335,4,None
19,890,7,None
20,943,12,None
21,83,0,None
22,586,14,None
23,190,12,None
24,309,11,None
25,762,1,None
26,643,6,None
27,608,14,None
28,854,11,None
29,980,13,None
30,776,7,None
31,224,9,None
32,442,0,None
33,5,12,None
34,121,14,None
35,413,5,None
36,676,1,None
37,691,14,None
38,497,11,None
39,706,12,None
