40,1,1275.7780001163483,0.0,483.62000012397766
0,526,0,512
1,442,0,426
2,366,0,347
3,595,0,582
4,748,0,734
5,69,2,63
6,789,0,789
7,0,21,0
8,338,0,320
9,880,0,872
10,295,0,280
11,3,10,0
12,418,0,398
13,40,5,38
14,781,15,779
15,18,15,0
16,810,0,801
17,926,0,914
18,1148,0,1130
19,476,0,475
20,838,0,824
21,150,16,131
22,7,1,0
23,317,0,311
24,1169,0,1167
25,206,0,203
26,3,14,0
27,646,0,631
28,390,3,383
29,103,10,91
30,188,0,176
31,93,0,84
32,502,0,502
33,555,0,544
34,669,0,651
35,712,0,706
36,15,5,0
37,466,15,466
38,698,1,680
39,128,2,125
40,5,0,0
41,17,11,0
42,3,2,0
43,273,14,263
44,859,2,859
45,537,4,523
46,242,0,233
47,18,0,0
48,892,2,878
49,616,0,606
