15,0,1880.3750002384186,0.09894179894113969,73.74000000953674
0,38,0,0
1,273,7,228
2,77,2,0
3,848,0,845
4,919,0,877
5,0,0,0
6,0,11,0
7,148,0,119
8,78,8,0
9,57,0,0
10,179,0,152
11,20,3,0
12,199,0,163
13,71,9,0
14,102,10,0
15,42,11,0
16,216,0,170
17,45,7,0
18,787,0,766
19,819,0,718
20,12,5,0
21,110,6,0
22,28,0,0
23,17,0,0
24,0,14,0
25,3,10,0
26,887,0,875
27,233,11,232
28,22,11,0
29,111,0,0
30,15,7,0
31,154,4,137
32,944,0,934
33,17,14,0
34,75,0,0
35,45,3,0
36,3,8,0
37,28,3,0
38,177,11,162
39,936,5,935
