25
0,2,12,6,0
1,5,23,25,0
2,2,2,11,0
3,4,21,15,0
4,3,10,11,0
5,3,19,5,0
6,4,16,4,0
7,4,18,23,0
8,1,16,4,0
9,3,10,7,0
10,2,2,10,0
11,5,18,13,0
12,4,18,13,0
13,4,14,25,0
14,1,5,9,0
15,1,1,15,0
16,4,5,9,0
17,2,5,25,0
18,3,7,14,0
19,3,21,3,0
20,5,22,8,0
21,2,4,11,0
22,5,9,2,0
23,4,5,19,0
24,2,2,17,0
25,4,18,5,0
26,4,11,1,0
27,3,4,12,0
28,2,12,20,0
29,2,6,1,0
30,3,8,21,0
31,1,19,16,0
32,4,7,7,0
33,4,18,21,0
34,4,13,17,0
35,2,5,12,0
36,2,19,8,0
37,4,15,6,0
38,3,15,6,0
39,3,19,10,0
40,2,7,23,0
41,1,8,7,0
42,5,6,9,0
43,1,3,11,0
44,1,13,19,0
45,1,19,21,0
46,4,4,17,0
47,5,16,14,0
48,2,15,17,0
49,4,18,12,0
