15
0,12,30,1,0
1,10,15,6,0
2,5,14,9,0
3,10,14,13,0
4,8,12,14,0
5,18,28,15,0
6,6,11,13,0
7,20,23,6,0
8,7,19,2,0
9,9,13,2,0
10,6,23,1,0
11,20,21,8,0
12,8,16,6,0
13,6,25,15,0
14,5,13,6,0
15,18,28,5,0
16,14,19,2,0
17,6,13,1,0
18,14,17,15,0
19,16,29,1,0
20,20,30,14,0
21,6,13,14,0
22,11,24,15,0
23,19,33,5,0
24,15,34,13,0
25,19,23,5,0
26,4,11,6,0
27,15,18,3,0
28,20,24,2,0
29,10,30,3,0
30,19,25,13,0
31,9,18,15,0
32,11,11,8,0
33,7,19,15,0
34,9,29,4,0
35,12,31,15,0
36,10,10,1,0
37,20,23,7,0
38,20,30,9,0
39,6,23,11,0
