36,1,21.03600001335144,0.0,4.5899999141693115
0,40,0,0
1,12,0,0
2,14,0,0
3,8,0,0
4,6,0,0
5,13,0,0
6,3,0,0
7,12,0,0
8,11,0,0
10,3,0,0
12,12,0,0
13,5,0,0
14,5,0,0
15,11,0,0
17,8,0,0
18,15,0,0
19,6,0,0
21,4,0,1
22,13,0,0
23,14,0,0
24,11,0,0
25,11,0,0
26,13,0,0
27,11,0,0
29,10,0,0
30,14,0,0
32,5,0,0
33,9,0,8
34,14,0,0
35,5,0,0
36,14,0,0
37,10,0,0
38,6,0,0
41,6,0,0
42,15,0,0
43,6,0,0
9,0,6,0
11,15,11,0
16,0,3,0
20,20,0,0
28,4,13,0
31,18,13,0
39,15,9,0
40,13,2,0
44,0,9,0
45,19,5,0
46,0,2,0
47,0,0,0
48,0,10,0
49,5,11,0
