12,0,252.2720000743866,0.34384698452346074,48.712000131607056
1,166,0,0
7,7,0,0
8,8,0,0
16,8,0,0
19,8,0,0
23,6,0,0
25,8,0,0
27,7,0,0
32,5,0,0
36,8,0,0
39,2,0,0
47,3,0,0
0,8,21,0
2,63,9,0
3,29,6,0
4,8,19,0
5,51,0,0
6,43,8,0
9,23,19,0
10,52,3,0
11,0,18,0
12,0,0,0
13,130,20,0
14,8,17,0
15,14,7,0
17,47,17,0
18,38,0,0
20,85,20,0
21,47,22,0
22,0,16,0
24,34,12,0
26,29,7,0
28,0,7,0
29,12,22,0
30,45,13,0
31,87,5,0
33,109,12,0
34,0,6,0
35,39,19,0
37,94,0,0
38,0,2,0
40,96,4,0
41,0,14,0
42,51,19,0
43,95,13,0
44,15,13,0
45,68,13,0
46,76,22,0
48,11,0,0
49,47,12,0
