25
0,32,41,23,0
1,32,44,3,0
2,36,55,20,0
3,25,38,8,0
4,19,34,25,0
5,31,36,6,0
6,19,25,13,0
7,19,30,2,0
8,28,29,2,0
9,39,44,15,0
10,19,31,23,0
11,15,26,1,0
12,28,34,11,0
13,13,30,1,0
14,31,43,5,0
15,28,46,16,0
16,32,49,15,0
17,18,19,18,0
18,25,36,9,0
19,35,42,13,0
20,9,26,14,0
21,11,25,11,0
22,20,20,9,0
23,23,41,10,0
24,18,30,1,0
25,28,31,15,0
26,37,50,9,0
27,31,46,24,0
28,37,39,23,0
29,15,23,8,0
30,8,14,21,0
31,18,29,10,0
32,16,16,23,0
33,13,14,9,0
34,31,48,4,0
35,13,25,19,0
36,17,19,14,0
37,24,24,10,0
38,22,38,12,0
39,17,36,9,0
40,33,35,19,0
41,35,43,24,0
42,22,25,10,0
43,12,30,21,0
44,17,34,13,0
45,10,11,23,0
46,14,23,13,0
47,13,15,11,0
48,22,24,11,0
49,32,34,5,0
