25
0,10,29,3,0
1,6,9,2,0
2,8,10,13,0
3,7,25,21,0
4,6,18,13,0
5,3,16,7,0
6,7,8,22,0
7,6,13,15,0
8,5,8,5,0
9,9,29,16,0
10,7,25,10,0
11,10,27,10,0
12,9,13,3,0
13,5,18,20,0
14,6,8,23,0
15,8,13,8,0
16,8,13,23,0
17,5,14,21,0
18,2,2,23,0
19,5,14,21,0
20,5,18,4,0
21,2,16,12,0
22,8,27,9,0
23,9,22,13,0
24,10,16,8,0
25,7,17,3,0
26,9,18,15,0
27,7,23,16,0
28,5,16,6,0
29,10,17,16,0
30,3,15,14,0
31,2,15,21,0
32,7,19,7,0
33,7,19,25,0
34,8,22,15,0
35,8,26,14,0
36,10,22,25,0
37,8,13,25,0
38,4,8,5,0
39,2,5,21,0
40,6,26,24,0
41,8,28,5,0
42,7,10,12,0
43,10,15,1,0
44,2,2,10,0
45,4,8,12,0
46,8,9,25,0
47,7,8,18,0
48,3,3,16,0
49,4,24,17,0
