20
0,6,7,7,0
1,11,16,8,0
2,30,42,15,0
3,15,20,20,0
4,24,31,17,0
5,8,11,12,0
6,7,26,12,0
7,17,20,9,0
8,10,20,7,0
9,30,39,1,0
10,7,26,14,0
11,30,36,14,0
12,17,27,1,0
13,14,31,20,0
14,14,20,20,0
15,8,19,8,0
16,29,37,12,0
17,5,24,6,0
18,4,11,8,0
19,28,29,8,0
20,18,23,5,0
21,22,40,8,0
22,3,15,13,0
23,13,27,4,0
24,1,15,20,0
25,16,32,1,0
26,15,23,20,0
27,26,27,16,0
28,4,17,11,0
29,3,16,9,0
30,30,42,7,0
31,17,36,11,0
32,15,27,8,0
33,11,12,18,0
34,14,27,1,0
35,15,28,16,0
36,17,31,19,0
37,8,16,19,0
38,17,20,1,0
39,6,21,18,0
