34,0,20.26200008392334,0.9999999999970586,0.2239999771118164
0,19,8,0
1,0,5,0
2,31,9,0
3,120,8,0
4,44,7,0
5,217,12,190
6,293,0,240
7,0,0,0
8,163,7,149
9,107,8,101
10,30,5,0
11,59,0,27
12,180,11,174
13,12,0,0
14,238,1,184
15,19,14,0
16,75,11,48
17,154,9,128
18,12,3,0
19,0,4,0
20,288,10,172
21,81,4,0
22,332,2,262
23,252,10,192
24,69,4,56
25,34,0,0
26,1134,3,1029
27,81,0,76
28,197,14,166
29,180,4,160
30,352,4,319
31,389,1,343
32,269,0,190
33,389,6,278
34,118,0,83
35,107,4,79
36,1047,4,1017
37,8,10,0
38,163,12,128
39,1111,2,1035
40,217,8,161
41,209,4,200
42,422,6,373
43,1078,11,983
44,0,9,0
45,1016,0,921
46,1212,0,1121
47,3,3,0
48,1173,9,1034
49,191,12,180
