48,0,4276.809000015259,0.225520833332864,834.8450000286102
0,1020,5,None
1,632,0,None
2,457,11,None
3,411,10,None
4,1095,9,None
5,676,12,None
6,365,6,None
7,257,7,None
8,497,14,None
9,934,3,None
10,656,12,None
11,861,4,None
12,707,2,None
13,291,9,None
14,137,13,None
15,228,0,None
16,1170,12,None
17,173,6,None
18,0,5,None
19,840,10,None
20,1072,2,None
21,746,11,None
22,0,0,None
23,878,1,None
24,806,7,None
25,207,14,None
26,350,9,None
27,421,10,None
28,60,2,None
29,98,1,None
30,538,11,None
31,477,3,None
32,1131,12,None
33,1043,13,None
34,556,13,None
35,387,2,None
36,33,8,None
37,328,4,None
38,195,13,None
39,970,2,None
40,1082,5,None
41,238,6,None
42,763,6,None
43,754,0,None
44,465,10,None
45,792,14,None
46,599,1,None
47,918,11,None
48,731,5,None
49,1002,10,None
