24,1,6.197999954223633,0.0,3.9830000400543213
0,120,0,0
1,18,1,0
2,46,3,0
3,73,4,0
4,188,0,177
5,52,8,0
6,13,9,0
7,1078,3,1070
8,104,13,0
9,62,9,0
10,1100,0,1089
11,20,0,0
12,303,12,254
13,157,3,139
14,193,10,153
15,24,8,0
16,1058,0,997
17,245,4,209
18,25,14,0
19,33,13,0
20,41,9,0
21,48,11,0
22,274,9,217
23,21,12,0
24,1047,13,1042
25,39,5,0
26,2,11,0
27,137,9,129
28,400,0,390
29,12,13,0
30,346,11,275
31,338,0,268
32,51,0,0
33,211,4,172
34,371,10,371
35,28,3,0
36,171,0,168
37,11,5,0
38,389,6,380
39,77,12,0
40,1027,0,1006
41,1049,0,1029
42,90,0,0
43,1094,6,1093
44,362,3,338
45,322,10,258
46,0,7,0
47,102,8,0
48,34,6,0
49,1056,6,1056
